id,name,source,prescription_required,retail_price,discounted_price,manufacturer,packaging_form,salts,quantity_num,cluster
source_7-90599,dolosen p 50mg 325mg tablet,source_7,True,36.0,34.9,sentosa geigy india labs ltd,Unknown,diclofenac 50mg paracetamol 325mg,10.0,27
source_1-65275,doloser ap 100mg 325mg 15mg tablet,source_1,True,79.0,69.52,global health care,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90601,doloserch 100mg 375mg tablet,source_7,True,145.60905632772494,117.88129046242776,healthkind labs pvt ltd,Unknown,nimesulide 100mg paracetamol 375mg,22.986317567567568,23
source_7-90602,doloserch mf oral suspension,source_7,True,145.60905632772494,117.88129046242776,healthkind labs pvt ltd,Unknown,mefenamic acid 50mg paracetamol 125mg,22.986317567567568,30
source_6-75997,doloserch mf syrup 60ml,source_6,True,49.0,43.12,healthkind labs pvt ltd,BOTTLE,mefenamic acid paracetamol,60.0,30
source_6-75998,doloserch tablet,source_6,True,38.0,33.44,healthkind labs pvt ltd,STRIP,nimesulide paracetamol,10.0,23
source_1-65277,doloset 20mg tablet dt,source_1,True,35.0,30.8,amwin pharmaceuticals,Strip | Tablet,piroxicam 20mg,10.0,17
source_7-90604,doloset injection,source_7,True,145.60905632772494,117.88129046242776,nova indus pharmaceuticals,Unknown,tramadol 50mg,22.986317567567568,19
source_2-39761,doloset sr tablet,source_2,True,78.0,63.96,nova indus pharmaceuticals,Unknown,tramadol 100mg,6.2,19
source_7-90606,dolosic mr 100mg 325mg 250mg tablet,source_7,True,88.0,85.3,zemilon biotech,Unknown,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg,10.0,27
source_7-90607,dolosic p 100mg 325mg tablet,source_7,True,38.0,36.8,zemilon biotech,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_7-90608,dolosic p oral suspension,source_7,True,50.0,48.5,zemilon biotech,Unknown,aceclofenac 50mg paracetamol 125mg,60.0,30
source_7-90609,dolosic sp 100mg 325mg 15mg tablet,source_7,True,91.0,88.2,zemilon biotech,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90610,dolosig gel,source_7,True,95.0,92.1,signity pharmaceuticals pvt ltd,Unknown,diclofenac diethylamine 1 16 w w linseed oil 3 w w methyl salicylate 10 w w menthol 5 w w,30.0,5
source_1-65278,dolosig gel 30 gm,source_1,False,105.0,92.4,signity pharma pvt ltd,Tube | Gel,diclofenac 1 16 w w linseed oil 3 w w menthol 5 w w methyl salicylate 10 w w,30.0,5
source_2-39762,dolosig lp tablet,source_2,True,100.0,82.0,signity pharmaceuticals pvt ltd,Unknown,lornoxicam 8mg paracetamol acetaminophen 325mg,32.0,27
source_7-90612,dolosig mr 100mg 4mg tablet,source_7,True,205.36,199.0,signity pharmaceuticals pvt ltd,Unknown,aceclofenac 100mg thiocolchicoside 4mg,10.0,27
source_7-90613,dolosig sp 100mg 325mg 15mg tablet,source_7,True,85.0,82.4,signity pharmaceuticals pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-75999,dolosig sp strip 10 tablet,source_6,True,100.0,100.0,signity pharmaceuticals pvt ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65279,dolosmile rb capsule 10,source_1,True,115.0,101.2,migliore life sciences,Strip | Capsule,aceclofenac 200mg rabeprazole 20mg,10.0,25
source_2-39763,dolosmile rb tablet,source_2,True,86.0,70.52,migliore life sciences,Unknown,aceclofenac 200mg rabeprazole 20mg,9.0,25
source_7-90615,dolosmile sp tablet,source_7,True,69.0,66.9,migliore life sciences,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90616,dolospa oral suspension,source_7,True,60.0,58.2,indus life sciences pvt ltd,Unknown,dicyclomine 10mg simethicone 40mg,30.0,30
source_2-39765,dolospan 100mg injection,source_2,True,21.28,17.45,emcure pharmaceuticals ltd,Unknown,tramadol 100mg,14.0,19
source_7-90618,dolospan 20mg 100mg tablet,source_7,True,145.60905632772494,117.88129046242776,emcure pharmaceuticals ltd,Unknown,dicyclomine 20mg nimesulide 100mg,22.986317567567568,30
source_2-39767,dolospan dp 10mg 325mg 37 5mg tablet,source_2,True,75.0,61.5,emcure pharmaceuticals ltd,Unknown,domperidone 10mg paracetamol acetaminophen 325mg,15.8,28
source_6-76000,dolospan dp strip 10 tablet,source_6,True,75.0,66.0,emcure pharmaceuticals ltd,STRIP,dicycloverine hydrochloride,10.0,27
source_6-76001,dolospan injection 2ml,source_6,True,21.28,18.73,emcure pharmaceuticals ltd,INJECTION,tramadol 100 0 mg,2.0,19
source_6-76002,dolospan od strip 10 tablet,source_6,True,91.11,80.18,emcure pharmaceuticals ltd,STRIP,dexketoprofen 75 0 mg,10.0,28
source_2-39768,dolospan od tablet,source_2,True,95.0,77.9,emcure pharmaceuticals ltd,Unknown,dexketoprofen 75mg,32.0,28
source_6-76003,dolospan p fizz 325 37 5 mg tablet 15,source_6,True,155.0,136.4,emcure pharmaceuticals ltd,STRIP,paracetamol tramadol,1000.0,28
source_7-90620,dolospan p fizz tablet,source_7,True,145.60905632772494,117.88129046242776,emcure pharmaceuticals ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_6-76004,dolospan p fizz tablet 10,source_6,True,155.0,136.4,emcure pharmaceuticals ltd,STRIP,paracetamol tramadol,30.0,28
source_2-39770,dolospan p tablet,source_2,True,55.0,45.1,emcure pharmaceuticals ltd,Unknown,paracetamol acetaminophen 325mg tramadol 37 5mg,30.0,28
source_1-65280,dolospan p tablet 10,source_1,True,55.0,48.4,emcure pharma ltd renal care,Strip | Tablet,paracetamol tramadol,10.0,28
source_1-65281,dolospan pfizz tablet 15,source_1,True,155.0,136.4,emcure pharma ltd renal care,Strip | Tablet,acetaminophen 325mg tramadol hydrochloride 37 5mg,15.0,28
source_6-76006,dolospan sr strip 10 tablet,source_6,True,145.0,127.6,emcure pharmaceuticals ltd,STRIP,dexketoprofen,10.0,28
source_6-76007,dolospan tablet,source_6,True,72.0,63.36,emcure pharmaceuticals ltd,STRIP,nimesulide 100 0 mg dicycloverine dicyclomine 20 0 mg,10.0,30
source_2-39771,dolospark 100mg 325mg tablet,source_2,True,7.8,6.4,spark medicare pvt ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,7.0,27
source_1-65282,dolospark sp 100 mg 325 mg 15 mg tablet 10,source_1,True,80.0,70.4,spark medicare pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_2-39772,dolospark sp tablet,source_2,True,14.0,11.48,spark medicare pvt ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,18.4,27
source_6-76008,dolospark sp tablet,source_6,True,80.0,70.4,spark medicare pvt ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65283,dolospark tablet 10,source_1,True,49.0,43.12,spark medicare pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-76009,dolospark tablet,source_6,True,49.0,43.12,spark medicare pvt ltd,STRIP,aceclofenac paracetamol,10.0,27
source_1-65284,dolospark th tablet 10,source_1,True,190.0,167.2,spark medicare pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg thiocolchicoside 4mg,10.0,27
source_7-90624,dolospas 20mg 325mg tablet,source_7,True,29.5,23.4,intas pharmaceuticals ltd,Unknown,dicyclomine 20mg paracetamol 325mg,10.0,30
source_2-39773,dolospas 20 mg 500 mg drop,source_2,True,11.25,9.22,intas pharmaceuticals ltd,Unknown,dicyclomine 20mg paracetamol acetaminophen 500mg,15.0,30
source_7-90626,dolospas 20 mg 500 mg tablet,source_7,True,35.0,33.9,intas pharmaceuticals ltd,Unknown,dicyclomine 20mg paracetamol 500mg,10.0,30
source_6-76010,dolospas drop,source_6,True,13.57,11.53,intas pharmaceuticals ltd gx,BOTTLE,dicycloverine paracetamol,10.0,30
source_7-90627,dolospas spa oral drop,source_7,True,24.0,18.99,intas pharmaceuticals ltd,Unknown,dicyclomine 10mg simethicone 40mg,10.0,30
source_6-76011,dolospas tablet,source_6,True,72.0,61.2,intas pharmaceuticals ltd,STRIP,dicycloverine dicyclomine 20 0 mg paracetamol acetaminophen 500 0 mg,10.0,30
source_7-90628,dolostan tablet,source_7,True,19.9,19.3,stanford biotech pvt ltd,Unknown,mefenamic acid 250mg,10.0,27
source_2-39776,dolostat 100mg tablet,source_2,True,35.0,28.7,blue cross laboratories ltd,Unknown,aceclofenac 100mg,17.4,20
source_7-90630,dolostat 200mg tablet sr,source_7,True,31.95,31.0,blue cross laboratories ltd,Unknown,aceclofenac 200mg,10.0,20
source_6-76013,dolostat 200 mg tablet sr 10,source_6,True,36.0,31.68,blue cross laboratories pvt ltd,STRIP,aceclofenac 200 0 mg,10.0,20
source_6-76014,dolostat gel 30gm,source_6,True,68.0,57.8,blue cross laboratories pvt ltd,TUBE,diclofenac 1 16 methyl salicylate 5 0 menthol 5 0 linseed oil 3 0 capsaicin 0 025,30.0,5
source_7-90631,dolostat mr 100 mg 325 mg 500 mg tablet,source_7,True,54.0,45.9,blue cross laboratories ltd,Unknown,aceclofenac 100mg paracetamol 325mg chlorzoxazone 500mg,10.0,27
source_6-76015,dolostat mr strip 10 tablet,source_6,True,54.0,47.52,blue cross laboratories pvt ltd,STRIP,aceclofenac 100 0 mg chlorzoxazone 500 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65286,dolostat mr tablet 10,source_1,True,54.0,47.5,blue cross laboratories pvt ltd,Strip | Tablet,aceclofenac 100mg chlorzoxazone 500mg paracetamol 325mg,10.0,27
source_7-90632,dolostat pc 100 mg 325 mg tablet,source_7,True,29.5,26.1,blue cross laboratories ltd,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-76016,dolostat pc strip 10 tablet,source_6,True,29.5,25.96,blue cross laboratories pvt ltd,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65287,dolostat pc tablet 10,source_1,True,29.5,26.0,blue cross laboratories pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_7-90633,dolostat plus 100 mg 325 mg 10 mg tablet,source_7,True,32.0,31.0,blue cross laboratories ltd,Unknown,aceclofenac 100mg paracetamol 325mg rabeprazole 10mg,10.0,27
source_6-76017,dolostat plus gel,source_6,True,80.0,80.0,blue cross laboratories pvt ltd,TUBE,capsaicin diclofenac linseed oil menthol methyl salcylate,30.0,5
source_7-90634,dolostat plus r capsule sr,source_7,True,65.0,63.0,blue cross laboratories ltd,Unknown,aceclofenac 200mg rabeprazole 20mg,10.0,25
source_6-76018,dolostat plus r strip 10 capsule,source_6,True,78.0,68.64,blue cross laboratories pvt ltd,STRIP,rabeprazole 20 0 mg aceclofenac 200 0 mg,10.0,25
source_6-76019,dolostat plus tablet,source_6,True,82.99,73.03,blue cross laboratories pvt ltd,STRIP,aceclofenac paracetamol rabeprazole,10.0,27
source_7-90635,dolostat r 200mg 20mg capsule,source_7,True,71.0,70.2,blue cross laboratories ltd,Unknown,aceclofenac 200mg rabeprazole 20mg,10.0,25
source_1-65288,dolostat r capsule 10,source_1,True,78.0,68.6,blue cross laboratories pvt ltd,Strip | Capsule,aceclofenac 200mg rabeprazole 20mg,10.0,25
source_6-76020,dolostat r strip 10 capsule,source_6,True,71.0,71.0,blue cross laboratories pvt ltd,STRIP,rabeprazole 20 0 mg aceclofenac 200 0 mg,10.0,25
source_6-76021,dolostat sp strip 10 tablet,source_6,True,54.0,47.52,blue cross laboratories pvt ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_2-39782,dolostat sp tablet,source_2,True,39.0,31.98,blue cross laboratories ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 500mg,18.4,27
source_1-65289,dolostat sp tablet 10,source_1,True,54.0,47.5,blue cross laboratories pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_1-65290,dolosun tablet,source_1,True,18.0,15.84,sun life sciences pvt ltd,Strip | Tablet,caffeine 25mg paracetamol 325mg,10.0,29
source_7-90637,dolosure 100mg tablet sr,source_7,True,49.0,47.5,amwin pharmaceuticals,Unknown,diclofenac 100mg,10.0,27
source_7-90638,dolosure aq 75mg injection,source_7,True,17.4,16.9,amwin pharmaceuticals,Unknown,diclofenac 75mg ml,30.0,27
source_2-39785,dolosure dt tablet,source_2,True,32.0,26.24,growmax medicare pvt ltd,Unknown,piroxicam 20mg,7.6,17
source_6-76022,doloswift 2mg injection 2ml,source_6,True,14.0,12.32,ind swift laboratories ltd,INJECTION,piroxicam,2.0,18
source_7-90640,doloswift 20mg capsule,source_7,True,4.68,4.5,ind swift laboratories ltd,Unknown,piroxicam 20mg,10.0,17
source_6-76023,doloswift 20mg capsule,source_6,True,279.0,245.52,ind swift laboratories ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_2-39787,doloswift 20mg injection,source_2,True,14.2,11.64,ind swift laboratories ltd,Unknown,piroxicam 20mg,18.4,18
source_7-90642,doloswift 20mg tablet dt,source_7,True,3.75,3.6,ind swift laboratories ltd,Unknown,piroxicam 20mg,10.0,17
source_7-90643,doloswift 50mg tablet,source_7,True,145.60905632772494,117.88129046242776,cell salve pharmaceuticals,Unknown,tapentadol 50mg,22.986317567567568,28
source_1-65292,doloswift 50 tablet 10,source_1,True,279.0,245.5,cell salve pharmaceutical,Strip | Tablet,tapentadol 50mg,10.0,28
source_6-76024,doloswift dt 20mg tablet,source_6,True,35.0,30.8,ind swift laboratories ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_1-65293,doloswin 650mg tablet,source_1,True,18.75,16.5,indmark biotech pvt ltd,Strip | Tablet,paracetamol 650mg,10.0,30
source_7-90645,dolosys mr 100mg 325mg 250mg tablet,source_7,True,80.0,77.6,curelife pharmaceuticals,Unknown,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg,10.0,27
source_7-90646,dolotej aqua injection,source_7,True,31.0,30.1,oxyzeal pharmaceuticals pvt ltd,Unknown,diclofenac 75mg,1.0,27
source_1-65294,doloten 20mg injection,source_1,True,25.0,22.0,tuttsan pharma pvt ltd,Vial | Injection,piroxicam 20mg,2.0,18
source_7-90648,dolotez gel,source_7,True,99.0,96.0,oxyzeal pharmaceuticals pvt ltd,Unknown,diclofenac 1 16 w w capsaicin 0 01 w w methyl salicylate 10 w w menthol 5 w w linseed oil 3 w w,30.0,5
source_6-76025,dolotop cream 15gm,source_6,True,24.0,21.12,commonwealth pharmaceuticals,TUBE,capsicum oleoresin menthol methyl salcylate piroxicam,15.0,5
source_6-76026,dolotop cream 5gm,source_6,True,19.0,16.72,commonwealth pharmaceuticals,TUBE,capsicum oleoresin menthol methyl salcylate piroxicam,5.0,5
source_6-76027,dolotrag p tablet,source_6,True,89.6,139.084,agron remedies,STRIP,paracetamol tramadol,10.0,28
source_2-39790,dolotram 100mg injection,source_2,True,24.75,20.3,sun pharmaceutical industries ltd,Unknown,tramadol 100mg,10.0,19
source_6-76028,dolotram 100mg injection 2ml,source_6,True,24.75,21.78,ranbaxy laboratories sun pharma,INJECTION,tramadol 100 0 mg,2.0,19
source_2-39791,dolotram 50mg capsule,source_2,True,58.28,47.79,sun pharmaceutical industries ltd,Unknown,tramadol 50mg,31.0,19
source_6-76029,dolotram 50mg capsule,source_6,True,57.0,50.16,ranbaxy laboratories sun pharma,STRIP,tramadol 50 0 mg,10.0,19
source_2-39792,dolotram 50mg injection,source_2,True,14.52,11.91,sun pharmaceutical industries ltd,Unknown,tramadol 50mg,24.8,19
source_6-76030,dolotram 50mg injection 1ml,source_6,True,14.52,12.78,ranbaxy laboratories sun pharma,INJECTION,tramadol 50 0 mg,1.0,19
source_7-90649,dolotrap 37 5mg 325mg tablet,source_7,True,145.60905632772494,117.88129046242776,integra life sciences pvt ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_1-65295,dolotrap tablet 10,source_1,True,80.0,70.4,integral lifesciences,Strip | Tablet,paracetamol 325mg tramadol 37 5mg,10.0,28
source_2-39794,dolotrol 100mg tablet sr,source_2,True,109.0,89.38,pulse pharmaceuticals,Unknown,tramadol 100mg,12.0,19
source_7-90651,dolotrol 50mg tablet,source_7,True,145.60905632772494,117.88129046242776,pulse pharmaceuticals,Unknown,tramadol 50mg,22.986317567567568,19
source_7-90652,dolotus aqua 75mg injection,source_7,True,145.60905632772494,117.88129046242776,aptus pharma pvt ltd,Unknown,diclofenac 75mg,22.986317567567568,27
source_6-76031,dolotus aqua 75 mg injection 1 ml,source_6,True,15.35,13.51,aptus pharma pvt ltd,VIAL,diclofenac 75 0 mg,1.0,27
source_7-90653,dolotus p syrup,source_7,False,45.008,39.9,aptus pharma pvt ltd,Unknown,paracetamol 250mg 5ml,60.0,30
source_7-90654,dolotus p tablet,source_7,True,38.9,37.7,aptus pharma pvt ltd,Unknown,aceclofenac 100mg paracetamol 500mg,10.0,27
source_1-65296,dolotus p tablet 10,source_1,True,49.0,43.1,aptus pharma pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-76032,dolotus sf syrup 100 ml,source_6,True,113.0,99.44,micro labs,BOTTLE,levocloperastine fendizoate 20 0 mg,100.0,30
source_7-90655,dolotus sp tablet,source_7,True,69.0,63.9,aptus pharma pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-76033,dolotuss sf bottle 100ml suspension,source_6,True,123.0,108.24,micro labs,BOTTLE,levocloperastine fendizoate 20 0 mg 5ml,100.0,30
source_1-65297,dolotuss sf oral suspension 100 ml,source_1,True,134.0,117.9,micro labs ltd,Bottle | Oral Suspension,levocloperastine fendizoate 20mg,100.0,30
source_7-90656,dolotuss sf oral suspension sugar free,source_7,True,134.0,107.1,micro labs ltd,Unknown,levocloperastine 20mg 5ml,100.0,30
source_6-76034,dolotuss sugar free bottle 100ml suspension,source_6,True,113.0,100.57,micro labs,BOTTLE,levocloperastine fendizoate 20 0 mg,100.0,30
source_2-39800,dolotuss suspension,source_2,True,92.0,75.44,micro labs ltd,Unknown,levocloperastine 20mg 5ml,26.2,30
source_1-65298,dolour 100mg tablet,source_1,True,39.0,34.32,saviour health care,Strip | Tablet,aceclofenac 100mg,10.0,20
source_6-76035,dolour 100mg tablet,source_6,True,104.0,91.52,savior lifesciences,STRIP,aceclofenac 100 0 mg,10.0,20
source_6-76036,dolour x tablet,source_6,True,53.0,46.64,,STRIP,aceclofenac paracetamol,10.0,27
source_2-39801,dolout p 325 mg 37 5 mg tablet,source_2,True,38.46,31.54,ttk healthcare ltd,Unknown,paracetamol acetaminophen 325mg tramadol 37 5mg,30.0,28
source_7-90658,dolout p 37 5mg 325mg tablet,source_7,True,145.60905632772494,117.88129046242776,ttk healthcare ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_6-76037,dolout p tablet,source_6,True,40.0,35.2,ttk healthcare ltd,STRIP,tramadol 37 5 mg paracetamol acetaminophen 325 0 mg,10.0,28
source_7-90659,doloval 10mg tablet,source_7,True,145.60905632772494,117.88129046242776,elder pharmaceuticals ltd,Unknown,valdecoxib 10mg,22.986317567567568,16
source_6-76038,doloval 10 mg tablet 10,source_6,True,29.0,25.52,elder pharmaceuticals ltd,STRIP,valdecoxib 10 0 mg,10.0,16
source_7-90660,dolovay 50 injection,source_7,True,120.0,116.0,anevay pharmaceuticals pvt ltd,Unknown,nandrolone decanoate 50mg,1.0,27
source_2-39802,dolovent 20mg tablet dt,source_2,True,68.0,55.76,univentis medicare ltd,Unknown,piroxicam 20mg,18.0,17
source_1-65300,dolovera gel 30gm,source_1,False,99.5,87.6,adinos,Tube | Gel,aloe vera 2 w w diclofenac sodium 1 w w menthol 5 w w methyl salicylate 15 w w,30.0,5
source_6-76039,dolovera tube 30gm gel,source_6,False,98.5,86.68,denzai innovations & therapeutics pvt ltd,TUBE,diclofenac 1 16 w w menthol 5 0 w w methyl salicylate 15 0 w w aloe vera 2 0 w w,30.0,5
source_6-76040,dolovij oint,source_6,True,356.538,112.94399999999999,agron remedies,TUBE,diclofenac linseed oil menthol methyl salicylate,30.0,5
source_6-76041,dolovis r 200 20 mg capsule 10,source_6,True,65.0,65.0,inovis healthcare pvt ltd,STRIP,aceclofenac 100 0 mg rabeprazole 20 0 mg,10.0,25
source_6-76042,dolovis sp 100 325 15 mg tablet 10,source_6,True,108.0,108.0,inovis healthcare pvt ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90661,dolovist pg tablet sr,source_7,True,199.0,193.0,lifevista biotech,Unknown,aceclofenac 200mg pregabalin 75mg,10.0,20
source_7-90662,dolovist sp tablet,source_7,True,80.0,77.6,lifevista biotech,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-76043,doloviz drop 5ml,source_6,False,15.5,13.64,ochoa laboratiories ltd,BOTTLE,unknown,5.0,1
source_1-65301,dolowalk 50mg 500mg tablet,source_1,True,32.0,28.16,invision medi sciences pvt ltd,Strip | Tablet,diclofenac 50mg paracetamol 500mg,10.0,27
source_6-76044,dolowalk gel,source_6,False,77.0,67.76,invision medi sciences pvt ltd,TUBE,benzyl alcohol diclofenac diethylamine menthol methyl salicylate oleum,30.0,5
source_6-76045,dolowalk injection 3ml,source_6,True,7.0,6.16,invision medi sciences pvt ltd,INJECTION,diclofenac sodium,3.0,27
source_6-76046,dolowalk mr tablet,source_6,True,35.0,30.8,invision medi sciences pvt ltd,STRIP,chlorzoxazone diclofenac sodium paracetamol,10.0,27
source_6-76047,dolowalk tablet,source_6,True,162.3,142.82,invision medi sciences pvt ltd,STRIP,diclofenac potassium serratiopeptidase,10.0,27
source_6-76048,dolowalk tablet,source_6,True,89.6,139.084,invision medi sciences pvt ltd,STRIP,diclofenac sodium paracetamol,10.0,27
source_6-76049,dolowell gel 30gm,source_6,False,85.0,85.0,uniwell medicare pvt ltd,TUBE,methyl salicylate 10 0 w w linseed oil 3 0 w w diclofen diethylamine 1 16 w w menthol 5 0 w w,30.0,5
source_1-65302,dolowell gel 30 gm,source_1,False,85.0,74.8,uniwell medicare pvt ltd,Tube | Gel,diclofenac 1 w w linseed oil 3 w w menthol 5 w w methyl salicylate 10 w w,30.0,5
source_7-90664,dolowell sp 100mg 325mg 15mg tablet,source_7,True,92.0,89.2,uniwell medicare pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_1-65303,dolowhite emulsion 100 ml,source_1,False,285.0,285.0,dr. jrk s research and pharmaceuticals pvt ltd,Bottle | Liquid,unknown,100.0,1
source_1-65304,dolowhite emulsion 50 ml,source_1,False,165.0,145.2,dr. jrk's research and pharmaceuticals pvt ltd,Bottle | Emulsion,unknown,50.0,1
source_6-76050,dolowin 100mg strip 10 tablet,source_6,True,60.0,60.0,micro labs,STRIP,aceclofenac 100 0 mg,10.0,20
source_1-65305,dolowin 100 mg tablet 10,source_1,True,60.0,52.8,micro labs ltd,Strip | Tablet,aceclofenac 100mg,10.0,20
source_6-76051,dolowin forte strip 10 tablet,source_6,True,162.0,150.66,micro labs,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_2-39803,dolowin forte tablet,source_2,True,125.0,102.5,micro labs ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 500mg,47.2,27
source_1-65306,dolowin forte tablet 10,source_1,True,162.0,142.6,micro labs ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-76052,dolowin gel,source_6,False,122.0,122.0,micro labs,TUBE,methyl salicylate 10 0 menthol 5 0 capsaicin 0 025 linseed oil 3 0,30.0,5
source_1-65307,dolowin gel 30 gm,source_1,True,122.0,107.4,micro labs ltd,Tube | Gel,capsaicin 0 025 w w diclofenac diethylamine 1 16 w w menthol 5 w w methyl salicylate 10 w w virgin linseed oil 3 w w,30.0,5
source_6-76053,dolowin injection,source_6,True,5.0,4.4,micro labs,INJECTION,aceclofenac 150 0 mg,1.0,20
source_6-76054,dolowin mr strip 10 tablet,source_6,True,106.0,93.28,micro labs,STRIP,chlorzoxazone 250 0 mg aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90667,dolowin mr tablet,source_7,True,106.0,84.6,micro labs ltd,Unknown,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg,10.0,27
source_1-65308,dolowin mr tablet 10,source_1,True,106.0,93.3,micro labs ltd,Strip | Tablet,aceclofenac 100mg chlorzoxazone 250mg paracetamol 500mg,10.0,27
source_1-65309,dolowin nano gel 30 gm,source_1,False,122.0,107.4,micro labs ltd,Tube | Gel,capsaicin 0 025 w w diclofenac 1 w w menthol 5 w w methyl salicylate 10 w w virgin linseed oil 3 w w,30.0,5
source_2-39806,dolowin old tablet,source_2,True,25.47,20.89,micro labs ltd,Unknown,pentazocine na,18.4,27
source_6-76055,dolowin old tablet 10,source_6,True,25.47,22.41,micro labs,STRIP,pentazocine,10.0,27
source_6-76056,dolowin plus strip 10 tablet,source_6,True,82.0,72.16,micro labs,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 500 0 mg,10.0,27
source_3-2161,dolowin plus tab 1x10,source_3,True,82.0,69.7,micro labs ltd,Strip,aceclofenac 100 mg paracetamol acetaminophen 500 mg,10.0,27
source_7-90668,dolowin plus tablet,source_7,True,82.0,69.3,micro labs ltd,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_1-65310,dolowin plus tablet 10,source_1,True,82.0,72.2,micro labs ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-76057,dolowin spa strip 10 tablet,source_6,True,119.67,105.31,micro labs,STRIP,drotaverine 80 0 mg aceclofenac 100 0 mg,10.0,20
source_3-2162,dolowin spa tab 1x10,source_3,True,119.0,101.15,micro labs ltd,Strip,aceclofenac 100 mg drotaverine 80 mg,10.0,20
source_2-39808,dolowin spa tablet,source_2,True,130.0,106.6,micro labs ltd,Unknown,drotaverine 80mg aceclofenac 100mg,64.0,20
source_1-65311,dolowin spa tablet 10,source_1,True,130.0,114.4,micro labs ltd,Strip | Tablet,aceclofenac 100mg drotaverine 80mg,10.0,20
source_6-76058,dolowin sr 200mg strip 10 tablet,source_6,True,86.0,75.68,micro labs,STRIP,aceclofenac 200 0 mg,10.0,20
source_2-39809,dolowin sr tablet,source_2,True,72.0,59.04,micro labs ltd,Unknown,aceclofenac 200mg,10.2,20
source_1-65312,dolowin sr tablet 10,source_1,True,94.0,82.7,micro labs ltd,Strip | Tablet,aceclofenac 200mg,10.0,20
source_2-39810,dolowin 50mg 500mg tablet,source_2,True,45.0,36.9,national chemical & pharmaceuticals works pvt ltd,Unknown,tramadol 50mg paracetamol acetaminophen 500mg,27.8,28
source_2-39811,dolowin tablet,source_2,True,60.0,49.2,micro labs ltd,Unknown,aceclofenac 100mg,19.4,20
source_6-76059,dolowin tc 4 strip 10 tablet,source_6,True,162.0,162.0,micro labs,STRIP,aceclofenac 100 0 mg thiocolchicoside 4 0 mg,10.0,27
source_2-39812,dolowin tc 4 tablet,source_2,True,162.0,132.84,micro labs ltd,Unknown,aceclofenac 100mg thiocolchicoside 4mg,13.2,27
